image_id,filename,image_description,expected_moods,scene_type,model_name,poem_id,poem_title,poem_author,retrieval_score,retrieval_extra,semantic_fit,emotional_fit,overall_resonance,rationale
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,track_4_handcrafted_cv,3462,From “The Invention of Influence”,Peter Cole,0.24915533512830734,"Expanded handcrafted query: something that feels overwhelmingly mysterious and deeply surreal, somewhat desolate, with hints of lonely and melancholic, with themes of uncertainty, shadows, strangeness, fear, mystery, dream, distortion, unreality, hallucination, otherworldly, abandonment, emptiness, ruins, decay, silence; warm=0.629, brightness=0.161, contrast=0.713, edge_density=0.070",2,3,2,"The poem discusses memory, influence, and cryptomnesia through Freud's philosophical lens, which has minimal connection to the image's visible content of two figures walking through an urban alley at night. While the poem's themes of hidden channels and uncertainty could abstractly relate to the image's mysterious atmosphere, there is no semantic overlap with the concrete scene depicted. The emotional tone of intellectual contemplation in the poem partially aligns with the image's cinematic, secretive mood, but the pairing feels more coincidental than meaningfully resonant."
19,19_alley_companions.jpg,Alley companions,"intimate, secretive, urban, cinematic",multi_object,rerank_retrieve,1430,Minding Rites,David Yezzi,0.6387009197169575,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,2,3,2,"The poem focuses on domestic rituals, marriage, and flowers—none of which are visibly present in this urban alley scene with two men in business attire. While both image and poem explore human connection and relationships, the semantic content diverges significantly. The emotional tone of melancholy and regret in the poem somewhat aligns with the cinematic, secretive mood of the image, but the pairing feels thematically disconnected rather than meaningfully resonant."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,track_1_clip_semantic,2204,Untitled,James Baldwin,0.27996963262557983,,4,5,4,"The poem directly addresses falling water and light, matching the image's central waterfall subject matter. The emotional tone of contemplation, vulnerability, and being overwhelmed by natural forces aligns perfectly with the serene yet majestic mood of the hidden waterfall. The pairing creates meaningful resonance through the poem's meditation on being beneath cascading water and blinded by its light, which poetically captures the awe and intensity of witnessing such a natural phenomenon."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,track_2_blip_caption,8116,Hawk,Wendy Videlock,0.6615831851959229,"Consensus caption: waterfall, tall waterfall, forest",2,3,2,"The poem mentions 'forest' and 'deep in the forest' which connects to the setting, but it focuses on a hawk with a busted wing rather than the waterfall that dominates the image. The poem's content (a wounded bird) doesn't match the visible subject matter of a tall, majestic waterfall. While the poem captures some of the forest's serene and secluded mood, the thematic mismatch between the poem's narrative and the image's primary subject significantly weakens the pairing."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,track_3_clip_sbert_mood,8681,In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,"Alfred, Lord Tennyson",0.2641671150922775,"Expanded mood query: something that feels overwhelmingly peaceful and deeply sublime, somewhat surreal, with hints of mysterious and cozy, with themes of ease, breath, soft light, settling, quiet, open space, distance, expanse, wonder, grandeur, dream, distortion, unreality, hallucination, otherworldly",1,2,1,"The poem is entirely about love, loss, and spiritual devotion with no reference to nature, waterfalls, forests, or any visible elements in the image. While the poem contains some contemplative and peaceful qualities that loosely align with the expected mood, the semantic disconnect is complete—the image shows a hidden waterfall in a lush forest, while the poem discusses abstract emotional and spiritual themes with no natural imagery."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,track_4_handcrafted_cv,3462,From “The Invention of Influence”,Peter Cole,0.24915533512830734,"Expanded handcrafted query: something that feels overwhelmingly mysterious and deeply surreal, somewhat desolate, with hints of lonely and melancholic, with themes of uncertainty, shadows, strangeness, fear, mystery, dream, distortion, unreality, hallucination, otherworldly, abandonment, emptiness, ruins, decay, silence; warm=0.504, brightness=0.171, contrast=0.793, edge_density=0.160",1,1,1,"The poem is a philosophical meditation on Freud's concept of cryptomnesia and the nature of memory and influence—it contains no imagery, references, or thematic connection to waterfalls, forests, nature, or landscape. While the retrieval model's query emphasized mystery and the surreal, the poem's abstract intellectual content about memory and authorship bears no semantic relationship to the visible waterfall scene. The emotional tones are entirely misaligned: the image conveys serenity and natural majesty while the poem offers cerebral abstraction."
20,20_hidden_waterfall.jpg,Hidden forest waterfall,"serene, secluded, majestic, contemplative",dominant_subject,rerank_retrieve,7108,Genealogy,Jennifer Chang,0.6182143296663491,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,4,4,4,"The poem directly engages with water, forest, and the hidden, intimate spaces visible in the image—streams, roots, moss, and the forest floor. Its contemplative tone of stillness and introspection aligns well with the serene, secluded mood of the waterfall nestled deep within dense vegetation. The imagery of trickling water, forest depths, and primordial solitude creates strong semantic and emotional resonance with the photograph's majestic yet intimate landscape."
21,21_toys.jpg,Cluttered toy,"playful, nostalgic, surreal",multi_object,track_1_clip_semantic,7947,Advent,Rae Armantrout,0.2659571170806885,,2,2,2,"The poem describes a nativity scene made of balloons, while the image shows a cluttered collection of vintage toys and figurines with no nativity theme. Though both involve figurative representations and nostalgic objects, the specific subject matter diverges significantly. The poem's spiritual, holiday-focused tone contrasts with the image's playful, surreal toy collection aesthetic, creating minimal emotional or thematic alignment."
21,21_toys.jpg,Cluttered toy,"playful, nostalgic, surreal",multi_object,track_2_blip_caption,3370,At the End of My Hours,Dana Levin,0.7858497500419617,"Consensus caption: figurines, man, display, cartoon characters, store",1,1,1,"The poem consists only of repetitive iterations of 'here' with no semantic connection to the image's visible content of toys, figurines, characters, or collectibles. There is no thematic, narrative, or conceptual relationship between the minimalist text and the cluttered, nostalgic toy display. The poem's mood of anxious repetition does not align with the playful, surreal, or nostalgic atmosphere suggested by the image."
21,21_toys.jpg,Cluttered toy,"playful, nostalgic, surreal",multi_object,track_3_clip_sbert_mood,6042,Gloss of the Past,David Trinidad,0.23290783166885376,"Expanded mood query: something that feels overwhelmingly playful and deeply nostalgic, somewhat chaotic, with hints of surreal and cozy, with themes of humor, mischief, lightness, curiosity, surprise, memory, childhood, past, return, bittersweetness, noise, confusion, frenzy, disorder, overwhelm",1,2,1,"The poem is entirely about variations of the color pink and contains no reference to toys, childhood objects, nostalgia, or any visible content from the image. While the poem's playful, repetitive tone might tangentially match the expected playful mood, it fails to engage with the image's actual subject matter—collectible figurines, vintage toys, and memorabilia. The semantic disconnect is nearly complete."
21,21_toys.jpg,Cluttered toy,"playful, nostalgic, surreal",multi_object,track_4_handcrafted_cv,8407,Upon Time and Eternity,John Bunyan,0.22850773483514786,"Expanded handcrafted query: something that feels overwhelmingly surreal and deeply mysterious, somewhat sublime, with hints of cozy and hopeful, with themes of dream, distortion, unreality, hallucination, otherworldly, uncertainty, shadows, strangeness, fear, mystery, open space, distance, expanse, wonder, grandeur; warm=0.672, brightness=0.406, contrast=1.000, edge_density=0.082",1,1,1,"The poem is a philosophical meditation on time and eternity using abstract metaphors of rings and measures, with no connection to the image's concrete subject matter of vintage toys, collectibles, and nostalgic objects. The poem's abstract, metaphysical content bears no relationship to the playful, surreal, and nostalgic mood created by the cluttered toy display. There is no meaningful alignment between the poem's themes and the image's visual or emotional content."
21,21_toys.jpg,Cluttered toy,"playful, nostalgic, surreal",multi_object,rerank_retrieve,7947,Advent,Rae Armantrout,0.5122158549002799,Integrated rerank using content candidates from Track 1/2 and mood scoring from Track 3/4.,2,2,2,"The poem describes a nativity scene made of balloons, while the image shows a cluttered collection of vintage toys and figurines with no nativity theme. Though both involve figurative representations and childhood/nostalgic elements, the specific subject matter diverges significantly. The poem's serene, contemplative tone about a religious scene contrasts with the image's playful, surreal abundance of diverse toy characters."
22,22_artificial_forest.jpg,Artificial forest construction,"surreal, disorienting, ironic",multi_object,track_1_clip_semantic,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6LQTsFYpaBoBMvCpfv""}"
22,22_artificial_forest.jpg,Artificial forest construction,"surreal, disorienting, ironic",multi_object,track_2_blip_caption,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6MNULSCTxKLTHi7Hzr""}"
22,22_artificial_forest.jpg,Artificial forest construction,"surreal, disorienting, ironic",multi_object,track_3_clip_sbert_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6Mx8PityPDNt51Ti6H""}"
22,22_artificial_forest.jpg,Artificial forest construction,"surreal, disorienting, ironic",multi_object,track_4_handcrafted_cv,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6NiRfNrTWBfTr5nXAZ""}"
22,22_artificial_forest.jpg,Artificial forest construction,"surreal, disorienting, ironic",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6Pko54ha57Es2VPRfe""}"
23,23_fisherman.jpg,Fisherman by city harbor,"watchful, industrial, contemplative, solitary",multi_object,track_1_clip_semantic,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6QLFin3Mu29SMDoVcf""}"
23,23_fisherman.jpg,Fisherman by city harbor,"watchful, industrial, contemplative, solitary",multi_object,track_2_blip_caption,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6RK9GwX4Krdhf1f79e""}"
23,23_fisherman.jpg,Fisherman by city harbor,"watchful, industrial, contemplative, solitary",multi_object,track_3_clip_sbert_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6Rvsr4pjGnRLMvDch6""}"
23,23_fisherman.jpg,Fisherman by city harbor,"watchful, industrial, contemplative, solitary",multi_object,track_4_handcrafted_cv,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6Sa1khvUYQ5ZDPT6i6""}"
23,23_fisherman.jpg,Fisherman by city harbor,"watchful, industrial, contemplative, solitary",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6Tcuuo6eF58KVFu6A9""}"
24,24_running_crowd.jpg,Running crowd,"chaotic, urgent, overwhelming",multi_object,track_1_clip_semantic,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6UDntm6UTSftDKAWPf""}"
24,24_running_crowd.jpg,Running crowd,"chaotic, urgent, overwhelming",multi_object,track_2_blip_caption,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6VE6H3qWQsVuxVFYBK""}"
24,24_running_crowd.jpg,Running crowd,"chaotic, urgent, overwhelming",multi_object,track_3_clip_sbert_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6VqaxnFU3W495oZRhC""}"
24,24_running_crowd.jpg,Running crowd,"chaotic, urgent, overwhelming",multi_object,track_4_handcrafted_cv,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6WUL4dg8oveKYkzhwS""}"
24,24_running_crowd.jpg,Running crowd,"chaotic, urgent, overwhelming",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6XaZPM8FGE8g4R9rBY""}"
25,25_crouching_child.jpg,Crouching child,"tense, vulnerable, political",multi_object,track_1_clip_semantic,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6YC6ZMTT3qg23fTis6""}"
25,25_crouching_child.jpg,Crouching child,"tense, vulnerable, political",multi_object,track_2_blip_caption,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6ZE7P93K5CzN4m1bCk""}"
25,25_crouching_child.jpg,Crouching child,"tense, vulnerable, political",multi_object,track_3_clip_sbert_mood,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6ZqLhPPgTnHTeFFUSf""}"
25,25_crouching_child.jpg,Crouching child,"tense, vulnerable, political",multi_object,track_4_handcrafted_cv,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6aYe8PrDzjXC9YHJSX""}"
25,25_crouching_child.jpg,Crouching child,"tense, vulnerable, political",multi_object,rerank_retrieve,,,,,,,,,"ERROR: Anthropic HTTP error 400: {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.0.content.0.image.source.base64.data: Image format image/jpeg not supported""},""request_id"":""req_011Cba6bfrzQrAkNdqmPqJMA""}"
